"hgnc_id","family_id"
"11395","1021"
"11396","1021"
"16155","90"
"30990","90"
"16157","90"
"25704","90"
"29299","90"
"29316","90"
"26993","90"
"23528","90"
"6848","90"
"15595","752"
"2849","1178"
"2850","1178"
"2851","1178"
"2852","1178"
"2853","1178"
"2854","1178"
"2855","1178"
"32395","1178"
"2856","1178"
"2857","1178"
"4571","1200"
"4572","1200"
"4573","1200"
"17435","752"
"10916","752"
"10917","752"
"14430","752"
"15827","752"
"23089","752"
"10918","752"
"10919","752"
"4532","200"
"24827","200"
"16824","200"
"9582","208"
"4524","216"
"15836","216"
"30134","1301"
"25988","1301"
"4421","227"
"16341","227"
"4518","239"
"16454","239"
"8153","245"
"8154","245"
"8155","245"
"8156","245"
"4574","1200"
"25726","1301"
"26265","1301"
"17956","1301"
"17862","1301"
"3942","1333"
"28611","1333"
"24825","1333"
"31682","1333"
"18752","1333"
"33009","845"
"33010","845"
"33011","845"
"33012","845"
"33013","845"
"33014","845"
"33015","845"
"33016","845"
"33017","845"
"32991","845"
"33018","845"
"33019","845"
"32992","845"
"32993","845"
"32994","845"
"5853","353"
"5855","353"
"5856","353"
"5857","353"
"5858","353"
"5859","353"
"5860","353"
"5861","353"
"5863","353"
"5864","353"
"1399","253"
"1400","253"
"15460","253"
"20202","253"
"1401","253"
"1402","253"
"1403","253"
"1404","253"
"1405","253"
"1406","253"
"1407","253"
"8486","156"
"15093","156"
"15094","156"
"15095","156"
"15319","156"
"15320","156"
"15321","156"
"15322","156"
"31940","156"
"15038","156"
"14718","156"
"15324","156"
"15325","156"
"15338","156"
"15339","156"
"14761","156"
"15327","156"
"15096","156"
"15097","156"
"14724","156"
"15328","156"
"15340","156"
"31288","156"
"1066","61"
"17615","61"
"12929","61"
"10066","61"
"28264","61"
"21156","61"
"30341","61"
"1955","173"
"13800","173"
"1956","173"
"1957","173"
"1958","173"
"1959","173"
"15963","173"
"1960","173"
"14079","173"
"1961","173"
"1962","173"
"1963","173"
"1964","173"
"1965","173"
"1966","173"
"1967","173"
"5865","353"
"5866","353"
"5867","353"
"5868","353"
"5869","353"
"5876","353"
"5877","353"
"5878","353"
"5879","353"
"5880","353"
"1950","180"
"1951","180"
"1952","180"
"1953","180"
"1954","180"
"2159","202"
"2160","202"
"7463","209"
"7464","209"
"19718","217"
"17318","217"
"24883","217"
"14666","217"
"1029","223"
"1030","223"
"4848","228"
"4849","228"
"5881","353"
"5882","353"
"2148","250"
"2149","250"
"2150","250"
"2152","250"
"2151","250"
"2153","250"
"4845","250"
"4846","250"
"19183","250"
"16882","250"
"1408","253"
"1409","253"
"13625","253"
"13626","253"
"13628","253"
"11330","257"
"11331","257"
"11332","257"
"11333","257"
"11334","257"
"10920","752"
"10921","752"
"18068","752"
"23090","752"
"33455","752"
"10922","752"
"17027","752"
"23093","752"
"23094","752"
"31037","752"
"26417","752"
"10923","752"
"10924","752"
"10925","752"
"10926","752"
"10927","752"
"10928","752"
"16270","752"
"23520","752"
"10929","752"
"10930","752"
"10931","752"
"10932","752"
"10933","752"
"16703","752"
"16704","752"
"20151","752"
"16192","752"
"10934","752"
"9337","972"
"9338","972"
"9339","972"
"9340","972"
"9366","972"
"9367","972"
"3434","1125"
"3435","1125"
"3436","1125"
"3437","1125"
"9181","1125"
"12814","1125"
"12816","1125"
"2718","1125"
"10935","752"
"10936","752"
"21573","752"
"10937","752"
"10938","752"
"16266","752"
"10939","752"
"10940","752"
"10941","752"
"10942","752"
"10943","752"
"10944","752"
"10945","752"
"10946","752"
"10947","752"
"10963","752"
"18057","752"
"18120","752"
"17989","752"
"8494","752"
"8495","752"
"20301","752"
"20302","752"
"23095","752"
"10964","752"
"10966","752"
"29867","752"
"21106","752"
"28542","752"
"32935","752"
"10967","752"
"27091","752"
"10968","752"
"8179","147"
"8180","147"
"14750","147"
"15390","147"
"31243","147"
"8181","147"
"8182","147"
"8183","147"
"8184","147"
"8185","147"
"8186","147"
"8189","147"
"8190","147"
"8191","147"
"8194","147"
"13964","147"
"8196","147"
"8204","147"
"8206","147"
"8207","147"
"8208","147"
"8209","147"
"8211","147"
"8212","147"
"8213","147"
"8215","147"
"8216","147"
"8218","147"
"15110","147"
"8220","147"
"31244","147"
"8221","147"
"15111","147"
"8222","147"
"8223","147"
"8226","147"
"8227","147"
"15141","147"
"15062","147"
"31245","147"
"3381","773"
"3531","773"
"11777","773"
"11778","773"
"11779","773"
"11780","773"
"11781","773"
"16255","773"
"30790","773"
"18275","861"
"23842","861"
"20763","861"
"935","861"
"14078","861"
"1001","861"
"1002","861"
"1120","861"
"21445","861"
"23844","861"
"26340","861"
"33758","861"
"37214","861"
"27145","861"
"15504","861"
"15854","861"
"19897","861"
"18269","861"
"21019","861"
"21228","861"
"1568","861"
"3345","861"
"4137","861"
"23843","861"
"15808","861"
"4909","861"
"18595","861"
"17853","861"
"6108","861"
"16951","861"
"29104","861"
"25731","861"
"37227","861"
"21751","861"
"22934","861"
"23761","861"
"25340","861"
"25266","861"
"30691","861"
"23236","861"
"22401","861"
"23177","861"
"6352","861"
"18829","861"
"19008","861"
"19360","861"
"22931","861"
"29266","861"
"29347","861"
"24023","861"
"29120","861"
"6353","861"
"25056","861"
"29041","861"
"25888","861"
"27506","861"
"25947","861"
"8318","165"
"19579","165"
"19580","165"
"15206","165"
"15207","165"
"15208","165"
"15209","165"
"15210","165"
"15211","165"
"15212","165"
"14766","165"
"14769","165"
"14793","165"
"15213","165"
"15214","165"
"15215","165"
"15216","165"
"15217","165"
"15218","165"
"15219","165"
"15220","165"
"15221","165"
"14760","165"
"14797","165"
"14799","165"
"15222","165"
"15223","165"
"15224","165"
"14785","165"
"14788","165"
"15225","165"
"15226","165"
"14853","165"
"15228","165"
"15229","165"
"15230","165"
"15231","165"
"15232","165"
"15233","165"
"15234","165"
"15235","165"
"14805","165"
"15236","165"
"15237","165"
"15238","165"
"15239","165"
"14790","165"
"15240","165"
"19596","165"
"5297","172"
"5298","172"
"24003","172"
"24004","172"
"24005","172"
"5883","353"
"5884","353"
"5885","353"
"5886","353"
"5887","353"
"5888","353"
"5889","353"
"25732","861"
"25623","861"
"19741","861"
"29404","861"
"6354","861"
"24770","861"
"262","211"
"263","211"
"264","211"
"268","211"
"8743","973"
"8744","973"
"1570","224"
"1571","224"
"4479","235"
"20867","235"
"21353","861"
"21221","861"
"8282","150"
"8283","150"
"8284","150"
"15510","150"
"14839","150"
"25339","150"
"8176","159"
"15345","159"
"15346","159"
"15404","159"
"30738","159"
"29997","159"
"14716","159"
"15367","159"
"15347","159"
"15348","159"
"15349","159"
"15350","159"
"14997","159"
"15369","159"
"15370","159"
"31238","159"
"15371","159"
"19635","159"
"14998","159"
"15333","159"
"19582","159"
"19636","159"
"31239","159"
"29937","981"
"24245","981"
"25384","981"
"25289","981"
"28166","981"
"21658","981"
"29504","176"
"5890","353"
"5891","353"
"5892","353"
"5893","353"
"5894","353"
"5895","353"
"5896","353"
"3166","205"
"3168","205"
"14298","205"
"4478","205"
"13307","205"
"15520","205"
"8539","213"
"19906","213"
"8540","213"
"18124","213"
"4537","213"
"16442","213"
"8541","213"
"8542","213"
"8543","213"
"15524","213"
"3537","219"
"3538","219"
"3539","219"
"3540","219"
"3179","225"
"3180","225"
"6929","236"
"32995","845"
"32996","845"
"32997","845"
"33020","845"
"33029","845"
"33030","845"
"33031","845"
"33032","845"
"33033","845"
"33034","845"
"33035","845"
"33036","845"
"33037","845"
"33038","845"
"33021","845"
"33039","845"
"33040","845"
"33041","845"
"33042","845"
"33043","845"
"33044","845"
"33045","845"
"33046","845"
"33047","845"
"33048","845"
"33022","845"
"33049","845"
"33050","845"
"33051","845"
"33052","845"
"33053","845"
"33054","845"
"33055","845"
"33056","845"
"33057","845"
"33058","845"
"33023","845"
"33059","845"
"33060","845"
"33061","845"
"33062","845"
"33128","41"
"18156","41"
"24436","41"
"20999","41"
"18431","41"
"19748","41"
"33159","41"
"24157","41"
"15919","41"
"17152","41"
"4166","981"
"26195","981"
"25168","981"
"25251","981"
"11693","981"
"10969","752"
"10970","752"
"188","47"
"189","47"
"190","47"
"193","47"
"195","47"
"196","47"
"197","47"
"187","47"
"44366","47"
"198","47"
"199","47"
"200","47"
"201","47"
"202","47"
"203","47"
"206","47"
"207","47"
"208","47"
"15479","47"
"15478","47"
"209","47"
"210","47"
"212","47"
"213","47"
"214","47"
"215","47"
"216","47"
"217","50"
"13201","50"
"14605","50"
"1366","50"
"14899","50"
"16305","50"
"17108","50"
"17109","50"
"17110","50"
"17111","50"
"218","50"
"17178","50"
"219","50"
"220","50"
"221","50"
"222","50"
"223","50"
"224","50"
"13202","50"
"232","53"
"21285","53"
"233","53"
"234","53"
"235","53"
"236","53"
"237","53"
"238","53"
"239","53"
"240","53"
"28539","56"
"28518","56"
"31421","56"
"26950","56"
"8746","973"
"8747","973"
"8569","973"
"8748","973"
"20001","973"
"8568","973"
"15456","973"
"10971","752"
"10972","752"
"16261","752"
"10974","752"
"10973","752"
"20601","752"
"20602","752"
"10975","752"
"10976","752"
"10977","752"
"10978","752"
"20611","752"
"10979","752"
"10980","752"
"10981","752"
"10982","752"
"10983","752"
"10984","752"
"10985","752"
"10986","752"
"10987","752"
"10988","752"
"14409","752"
"22921","752"
"1421","752"
"4170","82"
"4171","82"
"4172","82"
"4173","82"
"15802","82"
"4174","82"
"29941","82"
"29989","82"
"30778","82"
"7410","82"
"7411","82"
"23784","82"
"9965","82"
"12340","82"
"37245","82"
"14411","752"
"19954","752"
"19375","752"
"20662","752"
"20663","752"
"20661","752"
"21065","752"
"23472","752"
"20116","752"
"10989","752"
"27371","752"
"25319","752"
"29683","752"
"29681","752"
"33063","845"
"33064","845"
"42798","845"
"33065","845"
"33343","845"
"4575","1202"
"4576","1202"
"33024","845"
"33025","845"
"33026","845"
"11728","1334"
"11729","1334"
"19246","1334"
"17284","1334"
"25070","1334"
"11824","1334"
"33027","845"
"33028","845"
"33067","845"
"33076","845"
"33077","845"
"33078","845"
"33079","845"
"33080","845"
"33081","845"
"33082","845"
"33083","845"
"33084","845"
"33085","845"
"33068","845"
"33086","845"
"33087","845"
"33088","845"
"33089","845"
"33090","845"
"33091","845"
"33092","845"
"21597","974"
"30211","974"
"87","974"
"21497","974"
"88","974"
"89","974"
"90","974"
"91","974"
"92","974"
"6186","974"
"4189","974"
"186","1302"
"31853","1302"
"468","1302"
"469","1302"
"470","1302"
"1839","1302"
"33093","845"
"33347","845"
"33348","845"
"33069","845"
"42797","845"
"33070","845"
"33071","845"
"33072","845"
"33073","845"
"33074","845"
"33075","845"
"32742","845"
"32952","845"
"33558","845"
"33571","845"
"32708","845"
"33560","845"
"33569","845"
"33562","845"
"33563","845"
"33564","845"
"33565","845"
"33555","845"
"644","71"
"3467","71"
"3468","71"
"3471","71"
"3473","71"
"3474","71"
"5024","71"
"5026","71"
"7960","71"
"7961","71"
"7962","71"
"7963","71"
"7965","71"
"7966","71"
"7967","71"
"32673","71"
"7968","71"
"7969","71"
"7971","71"
"7972","71"
"7973","71"
"7974","71"
"7975","71"
"7976","71"
"7977","71"
"7978","71"
"7979","71"
"7980","71"
"7981","71"
"7982","71"
"7983","71"
"7984","71"
"7985","71"
"8910","71"
"9232","71"
"9235","71"
"9236","71"
"9864","71"
"9865","71"
"9866","71"
"10258","71"
"10259","71"
"10260","71"
"10477","71"
"10478","71"
"10479","71"
"11796","71"
"11799","71"
"12679","71"
"27653","752"
"31921","752"
"25554","752"
"29786","752"
"26054","752"
"24279","752"
"10990","752"
"29680","752"
"28533","752"
"28380","752"
"30557","752"
"29036","752"
"27442","752"
"25198","752"
"20115","752"
"30451","752"
"10991","752"
"23323","752"
"23324","752"
"31894","752"
"10992","752"
"10993","752"
"14470","752"
"14471","752"
"10994","752"
"3018","752"
"8818","752"
"9359","752"
"14472","752"
"14467","752"
"14468","752"
"14469","752"
"10995","752"
"10996","752"
"10997","752"
"10998","752"
"10999","752"
"11000","752"
"11001","752"
"11002","752"
"16484","752"
"11003","752"
"11004","752"
"23096","752"
"23097","752"
"11005","752"
"13444","752"
"14239","752"
"18067","752"
"15956","752"
"17720","1070"
"19953","1070"
"7601","1099"
"15576","1099"
"18301","752"
"11006","752"
"11007","752"
"11009","752"
"11010","752"
"11011","752"
"5897","353"
"5898","353"
"5899","353"
"5900","353"
"5901","353"
"5902","353"
"5903","353"
"5904","353"
"5905","353"
"5906","353"
"5907","353"
"5908","353"
"5909","353"
"5910","353"
"5911","353"
"5912","353"
"5913","353"
"5914","353"
"5915","353"
"5916","353"
"5917","353"
"5918","353"
"5919","353"
"5920","353"
"5921","353"
"5922","353"
"5923","353"
"5924","353"
"5925","353"
"5926","353"
"5927","353"
"5928","353"
"5929","353"
"5930","353"
"5931","353"
"5933","353"
"5934","353"
"5935","353"
"5936","353"
"5937","353"
"5938","353"
"5939","353"
"5940","353"
"5941","353"
"5942","353"
"5943","353"
"5944","353"
"15692","353"
"5945","353"
"5946","353"
"15689","353"
"15690","353"
"15691","353"
"9440","65"
"20856","65"
"23193","65"
"23194","65"
"20854","65"
"20855","65"
"23187","65"
"23188","65"
"23189","65"
"23190","65"
"23191","65"
"23192","65"
"26634","861"
"26597","861"
"17844","861"
"34435","861"
"6355","861"
"30372","861"
"16905","861"
"6356","861"
"18653","861"
"15646","861"
"18644","861"
"18732","861"
"6564","861"
"26077","60"
"26655","60"
"33609","60"
"28038","60"
"28728","60"
"29269","60"
"26025","60"
"30550","60"
"17393","60"
"23356","60"
"25139","60"
"6742","861"
"14955","861"
"20967","861"
"23846","861"
"13071","861"
"18243","861"
"1914","861"
"35035","841"
"35033","841"
"35048","841"
"35099","841"
"35076","841"
"35051","841"
"35112","841"
"18738","861"
"447","64"
"20710","64"
"20711","64"
"20721","64"
"30803","64"
"33273","64"
"9228","1067"
"9230","1067"
"9229","1067"
"23531","1067"
"25026","1067"
"23682","1067"
"28174","1067"
"13445","752"
"13812","752"
"13446","752"
"11012","752"
"25355","752"
"18756","861"
"18757","861"
"23845","861"
"11254","861"
"27934","861"
"11894","861"
"20259","861"
"30953","861"
"16740","861"
"19066","861"
"12860","861"
"12930","861"
"12936","861"
"13030","861"
"20868","861"
"13503","861"
"13083","861"
"13085","861"
"21143","861"
"13112","861"
"23383","861"
"22918","861"
"16763","861"
"16682","861"
"31446","861"
"28365","861"
"26636","861"
"29014","861"
"23847","861"
"29045","861"
"24819","861"
"32550","861"
"17908","861"
"25001","861"
"23715","861"
"16094","861"
"26955","861"
"4930","861"
"19883","861"
"23836","861"
"16764","861"
"18078","861"
"18668","861"
"31700","861"
"24172","861"
"37057","861"
"28323","861"
"12915","861"
"11013","752"
"11014","752"
"11015","752"
"19089","752"
"19305","752"
"50409","845"
"50410","845"
"33573","845"
"10105","845"
"32711","845"
"50411","845"
"50412","845"
"50413","845"
"50414","845"
"50415","845"
"50416","845"
"50417","845"
"50419","845"
"50420","845"
"50421","845"
"51405","845"
"51406","845"
"51407","845"
"50389","845"
"50400","845"
"50401","845"
"51859","845"
"51860","845"
"51861","845"
"51862","845"
"2985","822"
"2986","822"
"37962","822"
"17056","822"
"15584","822"
"15585","822"
"15587","822"
"15588","822"
"15589","822"
"19859","822"
"25993","1127"
"29566","1127"
"23497","1127"
"23496","1127"
"31703","1127"
"652","357"
"7602","1100"
"7603","1100"
"7604","1100"
"19306","752"
"20303","752"
"1329","752"
"11016","752"
"11017","752"
"11018","752"
"95","752"
"11019","752"
"11020","752"
"20305","752"
"11021","752"
"11022","752"
"11023","752"
"20753","752"
"20792","752"
"20798","752"
"16872","752"
"21601","752"
"20584","752"
"20197","752"
"17117","752"
"20800","752"
"20799","752"
"15621","752"
"20803","752"
"20863","752"
"33941","752"
"14781","167"
"14786","167"
"14791","167"
"14792","167"
"15244","167"
"15245","167"
"15246","167"
"15247","167"
"15248","167"
"3020","181"
"3023","181"
"3024","181"
"3025","181"
"3026","181"
"1319","196"
"1338","196"
"4527","196"
"3826","198"
"3827","198"
"3828","198"
"3165","206"
"3169","206"
"3167","206"
"3170","206"
"14299","206"
"8533","214"
"15459","214"
"8534","214"
"8535","214"
"8536","214"
"8538","214"
"8537","214"
"336","221"
"338","221"
"4132","226"
"4133","226"
"4134","226"
"6930","236"
"6931","236"
"6932","236"
"6933","236"
"20864","752"
"17058","752"
"21483","752"
"23615","752"
"23616","752"
"19845","752"
"23617","752"
"8039","244"
"8040","244"
"18182","247"
"20820","247"
"1388","253"
"1389","253"
"1390","253"
"1391","253"
"1392","253"
"1393","253"
"1394","253"
"1395","253"
"1396","253"
"1397","253"
"28240","254"
"11526","258"
"11527","258"
"11528","258"
"26607","752"
"12694","264"
"12695","264"
"242","264"
"1440","265"
"16709","265"
"2357","266"
"2358","266"
"28480","752"
"26848","752"
"31043","752"
"15546","752"
"31351","752"
"18761","752"
"18762","752"
"19659","752"
"4192","269"
"4266","269"
"4271","269"
"4324","269"
"4325","269"
"10608","269"
"9608","270"
"9609","270"
"6218","274"
"6219","274"
"6220","274"
"6221","274"
"6222","274"
"6224","274"
"6225","274"
"6226","274"
"6231","274"
"6232","274"
"6233","274"
"6234","274"
"6235","274"
"6236","274"
"6237","274"
"6238","274"
"6239","274"
"6246","274"
"6248","274"
"6249","274"
"19660","752"
"11024","752"
"20644","752"
"20651","752"
"4061","752"
"18306","274"
"19697","274"
"6250","274"
"13447","752"
"28237","752"
"26836","752"
"13448","752"
"18044","752"
"14679","752"
"18070","752"
"19863","752"
"25582","752"
"32434","752"
"26907","752"
"12876","752"
"20861","752"
"14463","752"
"20860","752"
"20859","752"
"20858","752"
"17127","752"
"17128","752"
"17129","752"
"20502","752"
"18607","752"
"4927","752"
"20862","752"
"20182","752"
"11025","752"
"11026","752"
"10909","752"
"19429","752"
"34617","841"
"35117","841"
"35091","841"
"34778","841"
"35062","841"
"34965","841"
"35085","841"
"35015","841"
"35018","841"
"35022","841"
"34614","841"
"35100","841"
"35087","841"
"35088","841"
"7475","843"
"7477","843"
"7478","843"
"7479","843"
"7481","843"
"7486","843"
"7487","843"
"7488","843"
"7489","843"
"7490","843"
"7491","843"
"31045","752"
"31046","752"
"9225","752"
"17916","76"
"19158","76"
"32962","76"
"19159","76"
"18413","76"
"20341","76"
"20342","76"
"20714","76"
"18412","76"
"20712","76"
"20713","76"
"18469","76"
"20749","76"
"20750","76"
"20106","76"
"28654","76"
"27387","76"
"18470","76"
"18471","76"
"18472","76"
"19160","76"
"18459","76"
"18474","76"
"18475","76"
"7492","843"
"7493","843"
"7494","843"
"7495","843"
"7496","843"
"7497","843"
"7498","843"
"7499","843"
"7500","843"
"7501","843"
"7502","843"
"23087","752"
"17466","752"
"18798","752"
"17292","752"
"28689","752"
"13941","752"
"28524","752"
"17939","752"
"16472","752"
"8642","752"
"29196","752"
"30521","752"
"16055","752"
"27168","1035"
"28157","1035"
"20880","1035"
"24865","1035"
"654","357"
"655","357"
"7605","1101"
"27501","752"
"25588","752"
"26439","752"
"26035","752"
"11027","752"
"13811","752"
"16438","752"
"11028","752"
"11029","752"
"11030","752"
"18168","752"
"11033","752"
"11034","752"
"11035","752"
"30657","752"
"29955","752"
"29956","752"
"30225","752"
"30224","752"
"16187","752"
"11036","752"
"23155","752"
"23091","752"
"28750","752"
"11037","752"
"11038","752"
"11039","752"
"11040","752"
"11041","752"
"14025","752"
"5286","170"
"5287","170"
"5289","170"
"26253","86"
"12989","86"
"13054","86"
"13055","86"
"13029","86"
"13050","86"
"19119","752"
"22146","752"
"11042","752"
"11043","752"
"11044","752"
"11045","752"
"11046","752"
"11047","752"
"13621","752"
"13622","752"
"5291","170"
"5292","170"
"5293","170"
"5294","170"
"5295","170"
"5299","170"
"5300","170"
"5301","170"
"5302","170"
"16291","170"
"31399","752"
"26441","752"
"27960","752"
"11048","752"
"658","357"
"30927","752"
"21212","975"
"1476","975"
"1477","975"
"1478","975"
"13249","975"
"16663","975"
"16664","975"
"11182","975"
"1479","975"
"1480","975"
"1482","975"
"1483","975"
"1484","975"
"1485","975"
"1486","975"
"7877","1023"
"23817","1023"
"25217","1023"
"7878","1023"
"7879","1023"
"7880","1023"
"14099","1023"
"18042","1023"
"14101","1023"
"9207","1023"
"10445","1023"
"324","46"
"325","46"
"326","46"
"20885","46"
"20886","46"
"20880","46"
"30059","46"
"26756","46"
"25718","46"
"26032","46"
"28157","46"
"29565","1066"
"7606","1102"
"7607","1102"
"31400","752"
"11049","752"
"11050","752"
"11051","752"
"11052","752"
"11054","752"
"11055","752"
"11056","752"
"11057","752"
"11058","752"
"11059","752"
"23092","752"
"29326","752"
"32724","752"
"11060","752"
"11061","752"
"11062","752"
"11063","752"
"11064","752"
"11065","752"
"11066","752"
"11067","752"
"11068","752"
"11069","752"
"11070","752"
"26175","752"
"11071","752"
"11072","752"
"11073","752"
"11077","752"
"11078","752"
"11079","752"
"17123","752"
"20728","752"
"20653","752"
"24244","752"
"25143","752"
"31401","752"
"3512","431"
"3513","431"
"3515","431"
"3516","431"
"3518","431"
"8127","446"
"270","94"
"6600","94"
"28664","752"
"10956","752"
"10959","752"
"10961","752"
"32934","752"
"13819","752"
"10955","752"
"10962","752"
"10952","752"
"10953","752"
"23612","752"
"19046","752"
"23613","752"
"12517","752"
"12518","752"
"12519","752"
"228","1303"
"21172","1303"
"25151","1303"
"225","1303"
"226","1303"
"227","1303"
"30713","1303"
"30714","1303"
"2883","890"
"2884","890"
"2885","890"
"4553","890"
"4554","890"
"4555","890"
"4556","890"
"4558","890"
"14133","890"
"18251","890"
"29361","890"
"15999","890"
"10751","890"
"30396","890"
"10752","890"
"19686","890"
"12437","890"
"18155","890"
"17089","1252"
"17084","1252"
"19861","1252"
"26703","1252"
"15922","1260"
"20248","1260"
"4234","1260"
"10446","1260"
"20667","890"
"30399","890"
"18136","890"
"30395","890"
